ENTIDAD,Mes,Precipitacion,Ano
BUENOS AIRES,5,25.37,2015
LA HUACA,5,126.93,2015
TAMARINDO,5,7.17,2015
VICHAYAL,5,69.61,2015
CHALACO,5,8.65,2015
MORROPÓN,5,100.41,2015
SALITRAL,5,111.92,2015
SAN JUAN DE BIGOTES,5,67.64,2015
SANTA CATALINA DE MOSSA,5,42.7,2015
LA MATANZA,5,128.65,2015
SANTO DOMINGO,5,75.37,2015
MONTERO,5,155.63,2015
HUANCABAMBA,5,8.79,2015
CANCHAQUE,5,126.41,2015
CARMEN DE LA FRONTERA,5,69.46,2015
HUARMACA,5,124.15,2015
LALAQUIZ,5,94.08,2015
SAN MIGUEL DEL FAIQUE,5,21.98,2015
SAPILLICA,5,108.47,2015
SONDOR,5,4.87,2015
SONDORILLO,5,2.76,2015
AYABACA,5,80.87,2015
FRIAS,5,151.38,2015
JILILÍ,5,133.81,2015
LAGUNAS,5,70.4,2015
PACAIPAMPA,5,31.94,2015
PAIMAS,5,28.75,2015
PAITA,6,202.83,2015
AMOTAPE,6,17.93,2015
COLÁN,6,38.82,2015
EL ARENAL,6,157.77,2015
CHULUCANAS,6,74.15,2015
BUENOS AIRES,6,172.62,2015
LA HUACA,6,206.94,2015
TAMARINDO,6,83.36,2015
VICHAYAL,6,74.11,2015
CHALACO,6,103.84,2015
MORROPÓN,6,143.6,2015
SALITRAL,6,141.99,2015
SAN JUAN DE BIGOTES,6,85.09,2015
SANTA CATALINA DE MOSSA,6,183.15,2015
LA MATANZA,6,128.06,2015
SANTO DOMINGO,6,132.43,2015
MONTERO,6,262.08,2015
HUANCABAMBA,6,145.08,2015
CANCHAQUE,6,89.7,2015
CARMEN DE LA FRONTERA,6,173.23,2015
HUARMACA,6,164.57,2015
LALAQUIZ,6,128.9,2015
SAN MIGUEL DEL FAIQUE,6,270.48,2015
SAPILLICA,6,129.45,2015
SONDOR,6,81.21,2015
SONDORILLO,6,75.75,2015
AYABACA,6,236.98,2015
FRIAS,6,127.04,2015
JILILÍ,6,141.37,2015
LAGUNAS,6,152.02,2015
PACAIPAMPA,6,137.47,2015
PAIMAS,6,167.53,2015
PAITA,7,147.98,2015
AMOTAPE,7,20.2,2015
COLÁN,7,51.16,2015
EL ARENAL,7,78.68,2015
CHULUCANAS,7,48.99,2015
BUENOS AIRES,7,207.22,2015
LA HUACA,7,134.66,2015
TAMARINDO,7,138.46,2015
VICHAYAL,7,94.09,2015
CHALACO,7,108.3,2015
MORROPÓN,7,142.04,2015
SALITRAL,7,147.55,2015
SAN JUAN DE BIGOTES,7,70.3,2015
SANTA CATALINA DE MOSSA,7,179.88,2015
LA MATANZA,7,140.98,2015
SANTO DOMINGO,7,163.92,2015
MONTERO,7,163.11,2015
HUANCABAMBA,7,202.92,2015
CANCHAQUE,7,21.54,2015
CARMEN DE LA FRONTERA,7,157.99,2015
HUARMACA,7,132.65,2015
LALAQUIZ,7,96.87,2015
SAN MIGUEL DEL FAIQUE,7,42.45,2015
SAPILLICA,7,73.68,2015
SONDOR,7,201.27,2015
SONDORILLO,7,131.22,2015
AYABACA,7,92.17,2015
FRIAS,7,42.55,2015
JILILÍ,7,106.42,2015
LAGUNAS,7,148.94,2015
PACAIPAMPA,7,72.63,2015
PAIMAS,7,99.75,2015
PAITA,8,93.2,2015
AMOTAPE,8,18.59,2015
COLÁN,8,36.9,2015
EL ARENAL,8,203.46,2015
CHULUCANAS,8,32.62,2015
BUENOS AIRES,8,220.38,2015
LA HUACA,8,196.49,2015
TAMARINDO,8,97.17,2015
VICHAYAL,8,79.15,2015
CHALACO,8,72.94,2015
MORROPÓN,8,102.18,2015
SALITRAL,8,149.6,2015
SAN JUAN DE BIGOTES,8,67.4,2015
SANTA CATALINA DE MOSSA,8,135.6,2015
LA MATANZA,8,116.99,2015
SANTO DOMINGO,8,118.23,2015
MONTERO,8,257.9,2015
HUANCABAMBA,8,232.53,2015
CANCHAQUE,8,42.89,2015
CARMEN DE LA FRONTERA,8,122.53,2015
HUARMACA,8,132.93,2015
LALAQUIZ,8,85.02,2015
SAN MIGUEL DEL FAIQUE,8,95.88,2015
SAPILLICA,8,79.06,2015
SONDOR,8,255.49,2015
SONDORILLO,8,118.74,2015
AYABACA,8,193.5,2015
FRIAS,8,76.75,2015
JILILÍ,8,73.5,2015
LAGUNAS,8,156.58,2015
PACAIPAMPA,8,158.28,2015
PAIMAS,8,71.02,2015
PAITA,9,83.4,2015
AMOTAPE,9,41.59,2015
COLÁN,9,104.56,2015
EL ARENAL,9,184.17,2015
CHULUCANAS,9,36.73,2015
BUENOS AIRES,9,240.88,2015
LA HUACA,9,341.07,2015
TAMARINDO,9,74.08,2015
VICHAYAL,9,114.28,2015
CHALACO,9,87.02,2015
MORROPÓN,9,112.82,2015
SALITRAL,9,234.17,2015
SAN JUAN DE BIGOTES,9,97.48,2015
SANTA CATALINA DE MOSSA,9,160.38,2015
LA MATANZA,9,168.15,2015
SANTO DOMINGO,9,130.38,2015
MONTERO,9,295.45,2015
HUANCABAMBA,9,360.22,2015
CANCHAQUE,9,64.78,2015
CARMEN DE LA FRONTERA,9,176.24,2015
HUARMACA,9,236.04,2015
LALAQUIZ,9,96.26,2015
SAN MIGUEL DEL FAIQUE,9,170.96,2015
SAPILLICA,9,91.67,2015
SONDOR,9,213.18,2015
SONDORILLO,9,116.26,2015
AYABACA,9,289.29,2015
FRIAS,9,115.07,2015
JILILÍ,9,170.98,2015
LAGUNAS,9,201.3,2015
PACAIPAMPA,9,172.82,2015
PAIMAS,9,89.32,2015
PAITA,10,106.64,2015
AMOTAPE,10,18.28,2015
COLÁN,10,39.19,2015
EL ARENAL,10,197.61,2015
CHULUCANAS,10,70.37,2015
BUENOS AIRES,10,601.86,2015
LA HUACA,10,247.06,2015
TAMARINDO,10,47.21,2015
VICHAYAL,10,20.15,2015
CHALACO,10,70,2015
MORROPÓN,10,64.54,2015
SALITRAL,10,127.58,2015
SAN JUAN DE BIGOTES,10,59.66,2015
SANTA CATALINA DE MOSSA,10,196.49,2015
LA MATANZA,10,57.31,2015
SANTO DOMINGO,10,164.61,2015
MONTERO,10,87.15,2015
HUANCABAMBA,10,176.64,2015
CANCHAQUE,10,89.41,2015
CARMEN DE LA FRONTERA,10,115.74,2015
HUARMACA,10,113.9,2015
LALAQUIZ,10,60.45,2015
SAN MIGUEL DEL FAIQUE,10,378.84,2015
SAPILLICA,10,88.09,2015
SONDOR,10,116.12,2015
SONDORILLO,10,33.7,2015
AYABACA,10,361.19,2015
FRIAS,10,132.93,2015
JILILÍ,10,37.94,2015
LAGUNAS,10,259.29,2015
PACAIPAMPA,10,117.09,2015
PAIMAS,10,92.42,2015
PAITA,11,8.25,2015
AMOTAPE,11,20.03,2015
COLÁN,11,16.02,2015
EL ARENAL,11,123.57,2015
CHULUCANAS,11,15.08,2015
BUENOS AIRES,11,14.65,2015
LA HUACA,11,150.27,2015
TAMARINDO,11,32.64,2015
VICHAYAL,11,5.41,2015
CHALACO,11,5.07,2015
MORROPÓN,11,5.45,2015
SALITRAL,11,31.93,2015
SAN JUAN DE BIGOTES,11,51.77,2015
SANTA CATALINA DE MOSSA,11,16.14,2015
LA MATANZA,11,17.51,2015
SANTO DOMINGO,11,7.41,2015
MONTERO,11,28.32,2015
HUANCABAMBA,11,34.38,2015
CANCHAQUE,11,20.14,2015
CARMEN DE LA FRONTERA,11,78.88,2015
HUARMACA,11,89.25,2015
LALAQUIZ,11,25.9,2015
SAN MIGUEL DEL FAIQUE,11,224.82,2015
SAPILLICA,11,34.81,2015
SONDOR,11,24.98,2015
SONDORILLO,11,26.55,2015
AYABACA,11,274.07,2015
FRIAS,11,38.99,2015
JILILÍ,11,25.01,2015
LAGUNAS,11,192.25,2015
PACAIPAMPA,11,129.93,2015
PAIMAS,11,16.43,2015
PAITA,12,23.71,2015
AMOTAPE,12,24.21,2015
COLÁN,12,7.05,2015
EL ARENAL,12,78.84,2015
CHULUCANAS,12,6.32,2015
BUENOS AIRES,12,36.65,2015
LA HUACA,12,90.61,2015
TAMARINDO,12,7.42,2015
VICHAYAL,12,4.08,2015
CHALACO,12,14.63,2015
MORROPÓN,12,9.91,2015
SALITRAL,12,10.48,2015
SAN JUAN DE BIGOTES,12,9.27,2015
SANTA CATALINA DE MOSSA,12,35.28,2015
LA MATANZA,12,10.23,2015
SANTO DOMINGO,12,18.69,2015
MONTERO,12,1.04,2015
HUANCABAMBA,12,66.18,2015
CANCHAQUE,12,3.62,2015
CARMEN DE LA FRONTERA,12,21.38,2015
HUARMACA,12,11.67,2015
LALAQUIZ,12,6.85,2015
SAN MIGUEL DEL FAIQUE,12,113.87,2015
SAPILLICA,12,7.13,2015
SONDOR,12,40.52,2015
SONDORILLO,12,7.02,2015
AYABACA,12,282.59,2015
FRIAS,12,5.13,2015
JILILÍ,12,4.75,2015
LAGUNAS,12,58.41,2015
PACAIPAMPA,12,24.28,2015
PAIMAS,12,16.74,2015
PAITA,1,4.42,2016
AMOTAPE,1,44.3,2016
COLÁN,1,5.6,2016
EL ARENAL,1,50.43,2016
CHULUCANAS,1,21.64,2016
BUENOS AIRES,1,85.64,2016
LA HUACA,1,33.93,2016
TAMARINDO,1,5.8,2016
VICHAYAL,1,6.71,2016
CHALACO,1,8.26,2016
MORROPÓN,1,7.43,2016
SALITRAL,1,22.09,2016
SAN JUAN DE BIGOTES,1,7.61,2016
SANTA CATALINA DE MOSSA,1,8.42,2016
LA MATANZA,1,14.21,2016
SANTO DOMINGO,1,17.03,2016
MONTERO,1,32.37,2016
HUANCABAMBA,1,0.76,2016
CANCHAQUE,1,29.09,2016
CARMEN DE LA FRONTERA,1,8.82,2016
HUARMACA,1,27.62,2016
LALAQUIZ,1,5.77,2016
SAN MIGUEL DEL FAIQUE,1,64.82,2016
SAPILLICA,1,11.45,2016
SONDOR,1,1.49,2016
SONDORILLO,1,24.21,2016
AYABACA,1,116.28,2016
FRIAS,1,25.36,2016
JILILÍ,1,11.89,2016
LAGUNAS,1,29.63,2016
PACAIPAMPA,1,32.25,2016
PAIMAS,1,4.53,2016
PAITA,2,9.57,2016
AMOTAPE,2,0.1,2016
COLÁN,2,0.25,2016
EL ARENAL,2,33.78,2016
CHULUCANAS,2,3.09,2016
BUENOS AIRES,2,0.84,2016
LA HUACA,2,26.6,2016
TAMARINDO,2,0.54,2016
VICHAYAL,2,0.82,2016
CHALACO,2,3.55,2016
MORROPÓN,2,4.12,2016
SALITRAL,2,1.01,2016
SAN JUAN DE BIGOTES,2,2.36,2016
SANTA CATALINA DE MOSSA,2,4.79,2016
LA MATANZA,2,5.84,2016
SANTO DOMINGO,2,2.17,2016
MONTERO,2,1.08,2016
HUANCABAMBA,2,0.64,2016
CANCHAQUE,2,1.54,2016
CARMEN DE LA FRONTERA,2,9.14,2016
HUARMACA,2,5.58,2016
LALAQUIZ,2,3.27,2016
SAN MIGUEL DEL FAIQUE,2,40.76,2016
SAPILLICA,2,6.8,2016
SONDOR,2,0.52,2016
SONDORILLO,2,2.02,2016
AYABACA,2,80.91,2016
FRIAS,2,2.1,2016
JILILÍ,2,1.75,2016
LAGUNAS,2,22.5,2016
PACAIPAMPA,2,16.47,2016
PAIMAS,2,6.88,2016
PAITA,3,12.72,2016
AMOTAPE,3,14.66,2016
COLÁN,3,8.04,2016
EL ARENAL,3,33.06,2016
CHULUCANAS,3,56.33,2016
BUENOS AIRES,3,16.52,2016
LA HUACA,3,30.01,2016
TAMARINDO,3,7.6,2016
VICHAYAL,3,27.76,2016
CHALACO,3,18.68,2016
MORROPÓN,3,25.02,2016
SALITRAL,3,52.5,2016
SAN JUAN DE BIGOTES,3,16.77,2016
SANTA CATALINA DE MOSSA,3,16.12,2016
LA MATANZA,3,37.39,2016
SANTO DOMINGO,3,22.76,2016
MONTERO,3,54.54,2016
HUANCABAMBA,3,29.45,2016
CANCHAQUE,3,47.18,2016
CARMEN DE LA FRONTERA,3,45.32,2016
HUARMACA,3,54.15,2016
LALAQUIZ,3,28.16,2016
SAN MIGUEL DEL FAIQUE,3,55.85,2016
SAPILLICA,3,24.91,2016
SONDOR,3,11.6,2016
SONDORILLO,3,14.19,2016
AYABACA,3,75.07,2016
FRIAS,3,48.35,2016
JILILÍ,3,50.57,2016
LAGUNAS,3,38.96,2016
PACAIPAMPA,3,47.63,2016
PAIMAS,3,17.58,2016
PAITA,4,1.72,2016
AMOTAPE,4,13.91,2016
COLÁN,4,2.63,2016
EL ARENAL,4,19.29,2016
CHULUCANAS,4,28.48,2016
BUENOS AIRES,4,0.15,2016
LA HUACA,4,28.92,2016
TAMARINDO,4,7.1,2016
VICHAYAL,4,19.01,2016
CHALACO,4,3.06,2016
MORROPÓN,4,10.01,2016
SALITRAL,4,9.93,2016
SAN JUAN DE BIGOTES,4,33.2,2016
SANTA CATALINA DE MOSSA,4,1.13,2016
LA MATANZA,4,18.52,2016
SANTO DOMINGO,4,3.91,2016
MONTERO,4,47.4,2016
HUANCABAMBA,4,1.11,2016
CANCHAQUE,4,45.16,2016
CARMEN DE LA FRONTERA,4,19.94,2016
HUARMACA,4,53.89,2016
LALAQUIZ,4,25.97,2016
SAN MIGUEL DEL FAIQUE,4,52.28,2016
SAPILLICA,4,29.66,2016
SONDOR,4,1.5,2016
SONDORILLO,4,3.29,2016
AYABACA,4,30.6,2016
FRIAS,4,52.61,2016
JILILÍ,4,34.75,2016
LAGUNAS,4,30.28,2016
PACAIPAMPA,4,23.73,2016
PAIMAS,4,3.8,2016
PAITA,5,6.33,2016
AMOTAPE,5,2.69,2016
COLÁN,5,3.13,2016
EL ARENAL,5,61.71,2016
CHULUCANAS,5,46.67,2016
BUENOS AIRES,5,5.54,2016
LA HUACA,5,143.8,2016
TAMARINDO,5,11.74,2016
VICHAYAL,5,51.78,2016
CHALACO,5,8.93,2016
MORROPÓN,5,42.16,2016
SALITRAL,5,45.41,2016
SAN JUAN DE BIGOTES,5,49.38,2016
SANTA CATALINA DE MOSSA,5,19.62,2016
LA MATANZA,5,76.74,2016
SANTO DOMINGO,5,27.14,2016
MONTERO,5,95.16,2016
HUANCABAMBA,5,4.24,2016
CANCHAQUE,5,93,2016
CARMEN DE LA FRONTERA,5,35.68,2016
HUARMACA,5,69.54,2016
LALAQUIZ,5,71.72,2016
SAN MIGUEL DEL FAIQUE,5,27.5,2016
SAPILLICA,5,63.27,2016
SONDOR,5,5.28,2016
SONDORILLO,5,0.91,2016
AYABACA,5,84.03,2016
FRIAS,5,128.2,2016
JILILÍ,5,56.26,2016
LAGUNAS,5,35.46,2016
PACAIPAMPA,5,50.04,2016
PAIMAS,5,18.2,2016
PAITA,6,70.98,2016
AMOTAPE,6,9.03,2016
COLÁN,6,6.49,2016
EL ARENAL,6,244.85,2016
CHULUCANAS,6,45.42,2016
BUENOS AIRES,6,158.71,2016
LA HUACA,6,281.87,2016
TAMARINDO,6,56.8,2016
VICHAYAL,6,113.01,2016
CHALACO,6,56.71,2016
MORROPÓN,6,104.09,2016
SALITRAL,6,172.19,2016
SAN JUAN DE BIGOTES,6,130.68,2016
SANTA CATALINA DE MOSSA,6,171.7,2016
LA MATANZA,6,169.83,2016
SANTO DOMINGO,6,123.84,2016
MONTERO,6,400.59,2016
HUANCABAMBA,6,161.47,2016
CANCHAQUE,6,58,2016
CARMEN DE LA FRONTERA,6,187.63,2016
HUARMACA,6,225.77,2016
LALAQUIZ,6,132.09,2016
SAN MIGUEL DEL FAIQUE,6,274.03,2016
SAPILLICA,6,144.51,2016
SONDOR,6,54.01,2016
SONDORILLO,6,40.92,2016
AYABACA,6,209.68,2016
FRIAS,6,119.82,2016
JILILÍ,6,146.56,2016
LAGUNAS,6,206.23,2016
PACAIPAMPA,6,169.72,2016
PAIMAS,6,72.02,2016
PAITA,7,172.67,2016
AMOTAPE,7,26.14,2016
COLÁN,7,23.61,2016
EL ARENAL,7,180.89,2016
CHULUCANAS,7,51.18,2016
BUENOS AIRES,7,252.18,2016
LA HUACA,7,177.8,2016
TAMARINDO,7,110.04,2016
VICHAYAL,7,131.93,2016
CHALACO,7,104.02,2016
MORROPÓN,7,173.01,2016
SALITRAL,7,185.13,2016
SAN JUAN DE BIGOTES,7,73.49,2016
SANTA CATALINA DE MOSSA,7,240.06,2016
LA MATANZA,7,171.23,2016
SANTO DOMINGO,7,140.51,2016
MONTERO,7,330.45,2016
HUANCABAMBA,7,342.93,2016
CANCHAQUE,7,36.43,2016
CARMEN DE LA FRONTERA,7,164.18,2016
HUARMACA,7,174.89,2016
LALAQUIZ,7,131.06,2016
SAN MIGUEL DEL FAIQUE,7,94.18,2016
SAPILLICA,7,72.01,2016
SONDOR,7,231.17,2016
SONDORILLO,7,139.06,2016
AYABACA,7,152.11,2016
FRIAS,7,42.64,2016
JILILÍ,7,111.2,2016
LAGUNAS,7,214.83,2016
PACAIPAMPA,7,103.85,2016
PAIMAS,7,119.08,2016
PAITA,8,193.59,2016
AMOTAPE,8,31.01,2016
COLÁN,8,54.34,2016
EL ARENAL,8,173.27,2016
CHULUCANAS,8,147.73,2016
BUENOS AIRES,8,340.65,2016
LA HUACA,8,306.74,2016
TAMARINDO,8,190.84,2016
VICHAYAL,8,128.36,2016
CHALACO,8,180.37,2016
MORROPÓN,8,218.28,2016
SALITRAL,8,189.84,2016
SAN JUAN DE BIGOTES,8,134.24,2016
SANTA CATALINA DE MOSSA,8,224.78,2016
LA MATANZA,8,200.33,2016
SANTO DOMINGO,8,172.65,2016
MONTERO,8,386.23,2016
HUANCABAMBA,8,308.05,2016
CANCHAQUE,8,127.95,2016
CARMEN DE LA FRONTERA,8,212.31,2016
HUARMACA,8,218.54,2016
LALAQUIZ,8,206.99,2016
SAN MIGUEL DEL FAIQUE,8,211.58,2016
SAPILLICA,8,139.27,2016
SONDOR,8,229.67,2016
SONDORILLO,8,94.79,2016
AYABACA,8,260.26,2016
FRIAS,8,121.79,2016
JILILÍ,8,155.04,2016
LAGUNAS,8,267.32,2016
PACAIPAMPA,8,158.99,2016
PAIMAS,8,145.67,2016
PAITA,9,62.04,2016
AMOTAPE,9,26.65,2016
COLÁN,9,79.89,2016
EL ARENAL,9,202.84,2016
CHULUCANAS,9,84.15,2016
BUENOS AIRES,9,314.36,2016
LA HUACA,9,314.72,2016
TAMARINDO,9,85.85,2016
VICHAYAL,9,113.67,2016
CHALACO,9,82.63,2016
MORROPÓN,9,61.48,2016
SALITRAL,9,239.04,2016
SAN JUAN DE BIGOTES,9,116.62,2016
SANTA CATALINA DE MOSSA,9,156.45,2016
LA MATANZA,9,140.42,2016
SANTO DOMINGO,9,131.89,2016
MONTERO,9,322.79,2016
HUANCABAMBA,9,276.51,2016
CANCHAQUE,9,75.7,2016
CARMEN DE LA FRONTERA,9,203.22,2016
HUARMACA,9,199.98,2016
LALAQUIZ,9,69.25,2016
SAN MIGUEL DEL FAIQUE,9,130.53,2016
SAPILLICA,9,97.06,2016
SONDOR,9,151.12,2016
SONDORILLO,9,78.09,2016
AYABACA,9,301.14,2016
FRIAS,9,82.32,2016
JILILÍ,9,112.68,2016
LAGUNAS,9,255.87,2016
PACAIPAMPA,9,166.84,2016
PAIMAS,9,77.76,2016
PAITA,10,8.73,2016
AMOTAPE,10,0.64,2016
COLÁN,10,2.57,2016
EL ARENAL,10,81.66,2016
CHULUCANAS,10,10.77,2016
BUENOS AIRES,10,62.57,2016
LA HUACA,10,127.99,2016
TAMARINDO,10,10.31,2016
VICHAYAL,10,14.61,2016
CHALACO,10,16.72,2016
MORROPÓN,10,19.38,2016
SALITRAL,10,36.68,2016
SAN JUAN DE BIGOTES,10,58.25,2016
SANTA CATALINA DE MOSSA,10,34.01,2016
LA MATANZA,10,31.68,2016
SANTO DOMINGO,10,39.22,2016
MONTERO,10,49.49,2016
HUANCABAMBA,10,41.01,2016
CANCHAQUE,10,32.22,2016
CARMEN DE LA FRONTERA,10,44.4,2016
HUARMACA,10,81.16,2016
LALAQUIZ,10,38.79,2016
SAN MIGUEL DEL FAIQUE,10,79.48,2016
SAPILLICA,10,41.43,2016
SONDOR,10,19.52,2016
SONDORILLO,10,0.98,2016
AYABACA,10,193.47,2016
FRIAS,10,50.36,2016
JILILÍ,10,37.34,2016
LAGUNAS,10,223.29,2016
PACAIPAMPA,10,45.31,2016
PAIMAS,10,9.17,2016
PAITA,11,30.06,2016
AMOTAPE,11,4.4,2016
COLÁN,11,1.32,2016
EL ARENAL,11,53.37,2016
CHULUCANAS,11,35.56,2016
BUENOS AIRES,11,67.07,2016
LA HUACA,11,91.66,2016
TAMARINDO,11,6.53,2016
VICHAYAL,11,45.53,2016
CHALACO,11,10.89,2016
MORROPÓN,11,25.03,2016
SALITRAL,11,31.12,2016
SAN JUAN DE BIGOTES,11,53.19,2016
SANTA CATALINA DE MOSSA,11,36.44,2016
LA MATANZA,11,45.3,2016
SANTO DOMINGO,11,28.82,2016
MONTERO,11,59.34,2016
HUANCABAMBA,11,15.15,2016
CANCHAQUE,11,50.03,2016
CARMEN DE LA FRONTERA,11,27.84,2016
HUARMACA,11,48.82,2016
LALAQUIZ,11,30.3,2016
SAN MIGUEL DEL FAIQUE,11,35.16,2016
SAPILLICA,11,42.88,2016
SONDOR,11,4.79,2016
SONDORILLO,11,0.38,2016
AYABACA,11,161.35,2016
FRIAS,11,53.75,2016
JILILÍ,11,27.99,2016
LAGUNAS,11,113.33,2016
PACAIPAMPA,11,19.53,2016
PAIMAS,11,25.07,2016
PAITA,12,2.06,2016
AMOTAPE,12,45.44,2016
COLÁN,12,12.15,2016
EL ARENAL,12,41.82,2016
CHULUCANAS,12,23.82,2016
BUENOS AIRES,12,28.96,2016
LA HUACA,12,50.2,2016
TAMARINDO,12,19.33,2016
VICHAYAL,12,2.66,2016
CHALACO,12,15.95,2016
MORROPÓN,12,1.28,2016
SALITRAL,12,0.59,2016
SAN JUAN DE BIGOTES,12,18.47,2016
SANTA CATALINA DE MOSSA,12,12.72,2016
LA MATANZA,12,3.48,2016
SANTO DOMINGO,12,12.04,2016
MONTERO,12,2.19,2016
HUANCABAMBA,12,43.03,2016
CANCHAQUE,12,15.91,2016
CARMEN DE LA FRONTERA,12,34.74,2016
HUARMACA,12,35.89,2016
LALAQUIZ,12,6.46,2016
SAN MIGUEL DEL FAIQUE,12,43.14,2016
SAPILLICA,12,11.83,2016
SONDOR,12,19.74,2016
SONDORILLO,12,25.53,2016
AYABACA,12,84.78,2016
FRIAS,12,19.43,2016
JILILÍ,12,4.82,2016
LAGUNAS,12,96.12,2016
PACAIPAMPA,12,50.82,2016
PAIMAS,12,10.4,2016
PAITA,1,0.44,2017
AMOTAPE,1,53.58,2017
COLÁN,1,8.43,2017
EL ARENAL,1,16.09,2017
CHULUCANAS,1,2.61,2017
BUENOS AIRES,1,0.02,2017
LA HUACA,1,36.76,2017
TAMARINDO,1,12.29,2017
VICHAYAL,1,0,2017
CHALACO,1,1.33,2017
MORROPÓN,1,0.21,2017
SALITRAL,1,0.21,2017
SAN JUAN DE BIGOTES,1,3.09,2017
SANTA CATALINA DE MOSSA,1,0.34,2017
LA MATANZA,1,0.07,2017
SANTO DOMINGO,1,0.12,2017
MONTERO,1,0,2017
HUANCABAMBA,1,0.53,2017
CANCHAQUE,1,10.18,2017
CARMEN DE LA FRONTERA,1,6.14,2017
HUARMACA,1,4.4,2017
LALAQUIZ,1,0.74,2017
SAN MIGUEL DEL FAIQUE,1,30.5,2017
SAPILLICA,1,1.72,2017
SONDOR,1,3.84,2017
SONDORILLO,1,41.58,2017
AYABACA,1,84.26,2017
FRIAS,1,8.34,2017
JILILÍ,1,0.38,2017
LAGUNAS,1,36.89,2017
PACAIPAMPA,1,19.5,2017
PAIMAS,1,0.38,2017
PAITA,2,2.1,2017
AMOTAPE,2,44.89,2017
COLÁN,2,18.43,2017
EL ARENAL,2,6.88,2017
CHULUCANAS,2,11.06,2017
BUENOS AIRES,2,2.83,2017
LA HUACA,2,8.09,2017
TAMARINDO,2,8.07,2017
VICHAYAL,2,0.01,2017
CHALACO,2,7.83,2017
MORROPÓN,2,1.52,2017
SALITRAL,2,0.22,2017
SAN JUAN DE BIGOTES,2,4.95,2017
SANTA CATALINA DE MOSSA,2,2.94,2017
LA MATANZA,2,1.13,2017
SANTO DOMINGO,2,0.98,2017
MONTERO,2,0.07,2017
HUANCABAMBA,2,10.96,2017
CANCHAQUE,2,7.38,2017
CARMEN DE LA FRONTERA,2,5.74,2017
HUARMACA,2,8.02,2017
LALAQUIZ,2,1.98,2017
SAN MIGUEL DEL FAIQUE,2,9.48,2017
SAPILLICA,2,3.63,2017
SONDOR,2,30.21,2017
SONDORILLO,2,31.26,2017
AYABACA,2,32.37,2017
FRIAS,2,14.89,2017
JILILÍ,2,0.43,2017
LAGUNAS,2,32.59,2017
PACAIPAMPA,2,2.14,2017
PAIMAS,2,1.3,2017
PAITA,3,6.66,2017
AMOTAPE,3,1.4,2017
COLÁN,3,0.49,2017
EL ARENAL,3,9.14,2017
CHULUCANAS,3,15.05,2017
BUENOS AIRES,3,1.15,2017
LA HUACA,3,23.1,2017
TAMARINDO,3,6.06,2017
VICHAYAL,3,18.14,2017
CHALACO,3,13.29,2017
MORROPÓN,3,14.24,2017
SALITRAL,3,2.11,2017
SAN JUAN DE BIGOTES,3,20.69,2017
SANTA CATALINA DE MOSSA,3,6.53,2017
LA MATANZA,3,16.98,2017
SANTO DOMINGO,3,14.6,2017
MONTERO,3,14.69,2017
HUANCABAMBA,3,1.47,2017
CANCHAQUE,3,50.58,2017
CARMEN DE LA FRONTERA,3,16.4,2017
HUARMACA,3,32.26,2017
LALAQUIZ,3,20.89,2017
SAN MIGUEL DEL FAIQUE,3,25.57,2017
SAPILLICA,3,28.05,2017
SONDOR,3,3.61,2017
SONDORILLO,3,0.51,2017
AYABACA,3,61.14,2017
FRIAS,3,57.92,2017
JILILÍ,3,19.44,2017
LAGUNAS,3,65.42,2017
PACAIPAMPA,3,7.47,2017
PAIMAS,3,18.84,2017
PAITA,4,0.38,2017
AMOTAPE,4,0.01,2017
COLÁN,4,0.14,2017
EL ARENAL,4,65.05,2017
CHULUCANAS,4,22.95,2017
BUENOS AIRES,4,0,2017
LA HUACA,4,63.98,2017
TAMARINDO,4,3.43,2017
VICHAYAL,4,12.88,2017
CHALACO,4,1.43,2017
MORROPÓN,4,6.01,2017
SALITRAL,4,3.21,2017
SAN JUAN DE BIGOTES,4,16.53,2017
SANTA CATALINA DE MOSSA,4,0.14,2017
LA MATANZA,4,14.26,2017
SANTO DOMINGO,4,1.82,2017
MONTERO,4,13.48,2017
HUANCABAMBA,4,0.06,2017
CANCHAQUE,4,44.98,2017
CARMEN DE LA FRONTERA,4,27.95,2017
HUARMACA,4,37.43,2017
LALAQUIZ,4,17.73,2017
SAN MIGUEL DEL FAIQUE,4,76.49,2017
SAPILLICA,4,25.22,2017
SONDOR,4,0.49,2017
SONDORILLO,4,0.46,2017
AYABACA,4,97.55,2017
FRIAS,4,36.24,2017
JILILÍ,4,21.15,2017
LAGUNAS,4,35.29,2017
PACAIPAMPA,4,51.71,2017
PAIMAS,4,2.6,2017
PAITA,5,4.19,2017
AMOTAPE,5,7.88,2017
COLÁN,5,1.55,2017
EL ARENAL,5,49.69,2017
CHULUCANAS,5,40.55,2017
BUENOS AIRES,5,1.73,2017
LA HUACA,5,262.28,2017
TAMARINDO,5,10.41,2017
VICHAYAL,5,48.92,2017
CHALACO,5,4.72,2017
MORROPÓN,5,17.22,2017
SALITRAL,5,90.15,2017
SAN JUAN DE BIGOTES,5,51.22,2017
SANTA CATALINA DE MOSSA,5,6.76,2017
LA MATANZA,5,86.56,2017
SANTO DOMINGO,5,29.54,2017
MONTERO,5,174.87,2017
HUANCABAMBA,5,1.11,2017
CANCHAQUE,5,60.74,2017
